LATITUDE,LONGITUDE,address,town,flat_type,floor_area_sqm,remaining_lease,bus_within_0.5,cbd_distance,hawker_distance,mall_within_2.0,mrtlrt_distance,park_distance,school_within_2.0,supermarket_within_0.5,resale_price,region
1.36677,103.95043,560 PASIR RIS ST 51,PASIR RIS,4 ROOM,105.0,75,8.0,14.287315,0.747292,8.0,0.695807,0.414412,22.0,1.0,461136.06,East
1.36677,103.95043,560 PASIR RIS ST 51,PASIR RIS,5 ROOM,121.0,74,8.0,14.287315,0.747292,8.0,0.695807,0.414412,22.0,1.0,499508.5500000001,East
1.3668,103.95171,558 PASIR RIS ST 51,PASIR RIS,4 ROOM,104.0,74,10.0,14.399956,0.733512,7.0,0.732809,0.515927,19.0,0.0,482858.265,East
1.3668,103.95171,558 PASIR RIS ST 51,PASIR RIS,5 ROOM,123.0,75,10.0,14.399956,0.733512,7.0,0.732809,0.515927,19.0,0.0,625915.8,East
1.36687,103.9545,121 PASIR RIS ST 11,PASIR RIS,4 ROOM,105.0,71,13.0,14.645785,0.797192,5.0,0.890678,0.562716,17.0,0.0,455991.84,East
1.36687,103.9545,121 PASIR RIS ST 11,PASIR RIS,5 ROOM,132.0,69,13.0,14.645785,0.797192,5.0,0.890678,0.562716,17.0,0.0,599410.26,East
1.36694,103.96294,205 PASIR RIS ST 21,PASIR RIS,EXECUTIVE,147.5,75,21.0,15.393905,1.45761,3.0,1.491866,0.543567,13.0,2.0,625781.4834360001,East
1.36695,103.96207,203 PASIR RIS ST 21,PASIR RIS,EXECUTIVE,147.0,75,24.0,15.317077,1.373991,3.0,1.436162,0.616291,13.0,3.0,616060.545,East
1.36697,103.96001,198 PASIR RIS ST 12,PASIR RIS,5 ROOM,127.0,75,20.0,15.135549,1.182449,3.0,1.32322,0.80994,15.0,1.0,527259.025,East
1.36701,103.95087,561 PASIR RIS ST 51,PASIR RIS,4 ROOM,104.0,74,8.0,14.342104,0.713995,8.0,0.680617,0.465889,20.0,1.0,478600.11749999993,East
1.36701,103.95087,561 PASIR RIS ST 51,PASIR RIS,5 ROOM,123.0,74,8.0,14.342104,0.713995,8.0,0.680617,0.465889,20.0,1.0,581909.7899999999,East
1.36703,103.95213,557 PASIR RIS ST 51,PASIR RIS,5 ROOM,123.0,75,10.0,14.451837,0.711692,6.0,0.72936,0.498119,19.0,0.0,553897.008,East
1.36703,103.96163,210 PASIR RIS ST 21,PASIR RIS,EXECUTIVE,147.5,75,23.0,15.283112,1.326934,3.0,1.416846,0.661313,13.0,3.0,648315.8459999999,East
1.36705,103.95818,101 PASIR RIS ST 12,PASIR RIS,EXECUTIVE,146.0,70,17.0,14.979536,1.021834,3.0,1.188371,0.80698,17.0,1.0,704862.0650000001,East
1.36706,103.9637,257 PASIR RIS ST 21,PASIR RIS,4 ROOM,106.0,75,20.0,15.469843,1.525311,3.0,1.554979,0.498154,13.0,2.0,412125.75,East
1.36706,103.9637,257 PASIR RIS ST 21,PASIR RIS,5 ROOM,124.0,73,20.0,15.469843,1.525311,3.0,1.554979,0.498154,13.0,2.0,592889.22,East
1.36715,103.95481,118 PASIR RIS ST 11,PASIR RIS,4 ROOM,105.0,71,12.0,14.691228,0.784061,5.0,0.890425,0.54976,17.0,1.0,492387.096,East
1.36715,103.95481,118 PASIR RIS ST 11,PASIR RIS,5 ROOM,123.0,71,12.0,14.691228,0.784061,5.0,0.890425,0.54976,17.0,1.0,501281.848,East
1.36719,103.96115,211 PASIR RIS ST 21,PASIR RIS,4 ROOM,107.5,75,22.0,15.251753,1.272691,3.0,1.404799,0.714693,15.0,3.0,460720.7696,East
1.36719,103.96115,211 PASIR RIS ST 21,PASIR RIS,5 ROOM,135.0,74,22.0,15.251753,1.272691,3.0,1.404799,0.714693,15.0,3.0,564951.03,East
1.3673,103.95348,550 PASIR RIS ST 51,PASIR RIS,EXECUTIVE,144.0,73,11.0,14.587079,0.711761,6.0,0.782011,0.480472,18.0,0.0,780291.42,East
1.36731,103.95436,120 PASIR RIS ST 11,PASIR RIS,EXECUTIVE,147.0,67,14.0,14.664263,0.745958,5.0,0.843475,0.511445,17.0,0.0,719152.6649999999,East
1.36734,103.95968,199 PASIR RIS ST 12,PASIR RIS,5 ROOM,125.0,75,16.0,15.130945,1.12822,3.0,1.31491,0.862274,15.0,1.0,536736.858,East
1.36737,103.95312,551 PASIR RIS ST 51,PASIR RIS,4 ROOM,104.0,73,10.0,14.560645,0.693082,6.0,0.752041,0.464801,18.0,0.0,474294.801936,East
1.36737,103.95312,551 PASIR RIS ST 51,PASIR RIS,5 ROOM,123.0,74,10.0,14.560645,0.693082,6.0,0.752041,0.464801,18.0,0.0,582274.5025,East
1.36745,103.95255,552 PASIR RIS ST 51,PASIR RIS,5 ROOM,123.0,74,11.0,14.517434,0.67102,6.0,0.710116,0.449984,19.0,0.0,555009.5,East
1.36748,103.95702,108 PASIR RIS ST 12,PASIR RIS,EXECUTIVE,146.0,70,14.0,14.906646,0.897121,4.0,1.054541,0.676827,17.0,1.0,769951.2725,East
1.36748,103.95804,102 PASIR RIS ST 12,PASIR RIS,4 ROOM,104.0,69,15.0,14.996639,0.97764,3.0,1.149351,0.765728,16.0,1.0,428467.334,East
1.36748,103.95804,102 PASIR RIS ST 12,PASIR RIS,5 ROOM,122.0,69,15.0,14.996639,0.97764,3.0,1.149351,0.765728,16.0,1.0,537157.818,East
1.3675,103.96238,204 PASIR RIS ST 21,PASIR RIS,EXECUTIVE,147.0,75,24.0,15.381428,1.373528,3.0,1.506139,0.631058,13.0,3.0,647831.36,East
1.36751,103.95752,107 PASIR RIS ST 12,PASIR RIS,4 ROOM,103.0,71,14.0,14.952603,0.933498,3.0,1.098811,0.717555,17.0,1.0,428610.78,East
1.36751,103.95752,107 PASIR RIS ST 12,PASIR RIS,5 ROOM,125.0,70,14.0,14.952603,0.933498,3.0,1.098811,0.717555,17.0,1.0,534671.2180000001,East
1.36752,103.95478,119 PASIR RIS ST 11,PASIR RIS,4 ROOM,105.0,71,12.0,14.71518,0.746199,5.0,0.859066,0.512277,17.0,1.0,446227.638,East
1.36752,103.95478,119 PASIR RIS ST 11,PASIR RIS,5 ROOM,123.0,70,12.0,14.71518,0.746199,5.0,0.859066,0.512277,17.0,1.0,533015.97,East
1.36752,103.96373,256 PASIR RIS ST 21,PASIR RIS,4 ROOM,107.0,75,21.0,15.503004,1.505166,3.0,1.596974,0.538231,13.0,2.0,471758.075,East
1.36752,103.96373,256 PASIR RIS ST 21,PASIR RIS,5 ROOM,131.5,75,21.0,15.503004,1.505166,3.0,1.596974,0.538231,13.0,2.0,523807.475,East
1.36754,103.94711,526A PASIR RIS ST 51,PASIR RIS,4 ROOM,93.0,95,10.0,14.061381,0.81756,8.0,0.644405,0.433097,21.0,1.0,570810.1165,East
1.36755,103.96058,212 PASIR RIS ST 21,PASIR RIS,4 ROOM,106.5,74,24.0,15.224759,1.198157,3.0,1.39477,0.78911,15.0,3.0,498149.07149999996,East
1.36755,103.96058,212 PASIR RIS ST 21,PASIR RIS,5 ROOM,128.0,75,24.0,15.224759,1.198157,3.0,1.39477,0.78911,15.0,3.0,545679.52,East
1.36757,103.9519,556 PASIR RIS ST 51,PASIR RIS,5 ROOM,123.0,74,10.0,14.470004,0.650105,6.0,0.664344,0.441323,19.0,0.0,557206.0725,East
1.36759,103.95028,562 PASIR RIS ST 51,PASIR RIS,4 ROOM,104.0,75,12.0,14.333338,0.661226,7.0,0.603704,0.481937,20.0,1.0,458026.056,East
1.36759,103.95028,562 PASIR RIS ST 51,PASIR RIS,5 ROOM,124.0,75,12.0,14.333338,0.661226,7.0,0.603704,0.481937,20.0,1.0,550239.73,East
1.3677,103.9584,103 PASIR RIS ST 12,PASIR RIS,4 ROOM,103.0,71,17.0,15.042838,0.992839,3.0,1.172176,0.786137,15.0,1.0,442968.863,East
1.3677,103.9584,103 PASIR RIS ST 12,PASIR RIS,5 ROOM,122.0,71,17.0,15.042838,0.992839,3.0,1.172176,0.786137,15.0,1.0,567734.04,East
1.36771,103.9558,112 PASIR RIS ST 11,PASIR RIS,4 ROOM,106.0,71,12.0,14.815793,0.790731,4.0,0.930605,0.562638,17.0,1.0,453502.23,East
1.36771,103.9558,112 PASIR RIS ST 11,PASIR RIS,5 ROOM,123.0,71,12.0,14.815793,0.790731,4.0,0.930605,0.562638,17.0,1.0,601672.764,East
1.36772,103.9613,214 PASIR RIS ST 21,PASIR RIS,4 ROOM,106.5,75,21.0,15.299608,1.256574,3.0,1.459938,0.73665,14.0,3.0,461119.36250000005,East
1.36772,103.9613,214 PASIR RIS ST 21,PASIR RIS,5 ROOM,126.0,75,21.0,15.299608,1.256574,3.0,1.459938,0.73665,14.0,3.0,573300.06,East
1.36787,103.95351,549 PASIR RIS ST 51,PASIR RIS,EXECUTIVE,151.0,73,12.0,14.628904,0.653301,5.0,0.73476,0.420714,18.0,0.0,799213.68,East
1.36789,103.94703,526B PASIR RIS ST 51,PASIR RIS,4 ROOM,93.0,95,11.0,14.080817,0.79207,8.0,0.611761,0.472655,21.0,1.0,598641.3435,East
1.36789,103.95472,117 PASIR RIS ST 11,PASIR RIS,4 ROOM,106.0,72,12.0,14.735715,0.707306,4.0,0.826102,0.473878,17.0,1.0,490460.823,East
1.36789,103.95472,117 PASIR RIS ST 11,PASIR RIS,5 ROOM,122.0,70,12.0,14.735715,0.707306,4.0,0.826102,0.473878,17.0,1.0,538359.2150000001,East
1.36795,103.9587,104 PASIR RIS ST 12,PASIR RIS,4 ROOM,108.0,71,17.0,15.086548,1.001096,3.0,1.187599,0.799904,15.0,1.0,456413.64,East
1.36795,103.9587,104 PASIR RIS ST 12,PASIR RIS,5 ROOM,122.0,71,17.0,15.086548,1.001096,3.0,1.187599,0.799904,15.0,1.0,510608.7400000001,East
1.36798,103.95277,553 PASIR RIS ST 51,PASIR RIS,5 ROOM,122.0,74,11.0,14.573151,0.618814,5.0,0.674919,0.393446,19.0,0.0,555009.5,East
1.36801,103.95191,555 PASIR RIS ST 51,PASIR RIS,5 ROOM,123.0,74,10.0,14.501882,0.601344,6.0,0.621248,0.392811,18.0,1.0,553714.216,East
1.36801,103.95765,106 PASIR RIS ST 12,PASIR RIS,4 ROOM,103.0,71,15.0,14.998717,0.906501,3.0,1.082237,0.696957,15.0,1.0,436998.3715,East
1.36801,103.95765,106 PASIR RIS ST 12,PASIR RIS,5 ROOM,128.0,68,15.0,14.998717,0.906501,3.0,1.082237,0.696957,15.0,1.0,584188.0800000001,East
1.36806,103.95577,113 PASIR RIS ST 11,PASIR RIS,4 ROOM,106.0,72,12.0,14.837421,0.758108,4.0,0.904415,0.53203,17.0,1.0,488206.38300000003,East
1.36806,103.95577,113 PASIR RIS ST 11,PASIR RIS,5 ROOM,123.0,69,12.0,14.837421,0.758108,4.0,0.904415,0.53203,17.0,1.0,585630.975192,East
1.36806,103.95638,111 PASIR RIS ST 11,PASIR RIS,EXECUTIVE,145.5,71,13.0,14.89071,0.801853,4.0,0.959606,0.581122,16.0,1.0,738162.635,East
1.36814,103.96382,254 PASIR RIS ST 21,PASIR RIS,4 ROOM,106.0,75,21.0,15.552077,1.486201,3.0,1.657306,0.591381,12.0,2.0,453096.6495,East
1.36814,103.96382,254 PASIR RIS ST 21,PASIR RIS,5 ROOM,126.0,73,21.0,15.552077,1.486201,3.0,1.657306,0.591381,12.0,2.0,571538.5125,East
1.36815,103.96307,253 PASIR RIS ST 21,PASIR RIS,4 ROOM,107.0,75,20.0,15.48645,1.409849,3.0,1.609491,0.636798,13.0,2.0,425658.80000000005,East
1.36815,103.96307,253 PASIR RIS ST 21,PASIR RIS,5 ROOM,127.5,74,20.0,15.48645,1.409849,3.0,1.609491,0.636798,13.0,2.0,542906.9880000001,East
1.36816,103.9618,215 PASIR RIS ST 21,PASIR RIS,4 ROOM,108.0,75,22.0,15.374132,1.282012,3.0,1.493236,0.728816,14.0,3.0,450667.714,East
1.36816,103.9618,215 PASIR RIS ST 21,PASIR RIS,5 ROOM,126.0,75,22.0,15.374132,1.282012,3.0,1.493236,0.728816,14.0,3.0,504201.36,East
1.36817,103.96256,252 PASIR RIS ST 21,PASIR RIS,4 ROOM,107.0,74,21.0,15.442261,1.357453,3.0,1.572273,0.672983,13.0,3.0,439715.58,East
1.36817,103.96256,252 PASIR RIS ST 21,PASIR RIS,5 ROOM,131.5,75,21.0,15.442261,1.357453,3.0,1.572273,0.672983,13.0,3.0,528315.958,East
1.36817,103.96256,252 PASIR RIS ST 21,PASIR RIS,EXECUTIVE,190.0,74,21.0,15.442261,1.357453,3.0,1.572273,0.672983,13.0,3.0,824251.5,East
1.36821,103.95315,554 PASIR RIS ST 51,PASIR RIS,4 ROOM,104.0,74,11.0,14.622307,0.604071,5.0,0.67943,0.373522,19.0,0.0,459547.866,East
1.36821,103.95315,554 PASIR RIS ST 51,PASIR RIS,5 ROOM,123.0,74,11.0,14.622307,0.604071,5.0,0.67943,0.373522,19.0,0.0,576420.075,East
1.36823,103.9642,255 PASIR RIS ST 21,PASIR RIS,4 ROOM,108.0,75,22.0,15.591943,1.522073,3.0,1.690851,0.580261,12.0,2.0,472882.4595,East
1.36823,103.9642,255 PASIR RIS ST 21,PASIR RIS,5 ROOM,128.0,73,22.0,15.591943,1.522073,3.0,1.690851,0.580261,12.0,2.0,523928.96800000005,East
1.36829,103.94727,526C PASIR RIS ST 51,PASIR RIS,4 ROOM,93.0,95,13.0,14.129605,0.741312,8.0,0.56068,0.509711,19.0,1.0,601130.16,East
1.36836,103.96066,213 PASIR RIS ST 21,PASIR RIS,4 ROOM,106.0,75,24.0,15.286573,1.159222,3.0,1.366619,0.837307,14.0,3.0,461136.06,East
1.36836,103.96066,213 PASIR RIS ST 21,PASIR RIS,5 ROOM,137.0,73,24.0,15.286573,1.159222,3.0,1.366619,0.837307,14.0,3.0,554461.215,East
1.3684,103.95448,116 PASIR RIS ST 11,PASIR RIS,EXECUTIVE,147.0,71,14.0,14.750724,0.645285,4.0,0.768829,0.412163,18.0,1.0,756359.7573839999,East
1.36842,103.94759,527A PASIR RIS ST 51,PASIR RIS,4 ROOM,93.0,95,14.0,14.166407,0.707243,8.0,0.533927,0.517783,19.0,1.0,595634.0774999999,East
1.36843,103.95362,548 PASIR RIS ST 51,PASIR RIS,EXECUTIVE,144.0,73,12.0,14.678174,0.599592,4.0,0.696851,0.365519,18.0,0.0,781735.416,East
1.36844,103.95754,105 PASIR RIS ST 12,PASIR RIS,4 ROOM,103.5,71,15.0,15.017914,0.866272,4.0,1.048076,0.660996,15.0,1.0,435832.4025,East
1.36844,103.95754,105 PASIR RIS ST 12,PASIR RIS,5 ROOM,122.0,70,15.0,15.017914,0.866272,4.0,1.048076,0.660996,15.0,1.0,524483.9775,East
1.36845,103.95496,114 PASIR RIS ST 11,PASIR RIS,4 ROOM,104.5,70,13.0,14.795146,0.669604,4.0,0.806632,0.439652,16.0,1.0,417571.635,East
1.36845,103.95496,114 PASIR RIS ST 11,PASIR RIS,5 ROOM,122.0,70,13.0,14.795146,0.669604,4.0,0.806632,0.439652,16.0,1.0,567734.04,East
1.36846,103.95601,109 PASIR RIS ST 11,PASIR RIS,4 ROOM,103.0,72,12.0,14.8867,0.741002,4.0,0.900462,0.520681,16.0,1.0,439567.524,East
1.36846,103.95601,109 PASIR RIS ST 11,PASIR RIS,5 ROOM,120.0,72,12.0,14.8867,0.741002,4.0,0.900462,0.520681,16.0,1.0,505540.92,East
1.36848,103.94982,564 PASIR RIS ST 51,PASIR RIS,5 ROOM,123.0,74,14.0,14.358356,0.579841,7.0,0.497967,0.445036,20.0,2.0,596367.2,East
1.36867,103.94727,526D PASIR RIS ST 51,PASIR RIS,4 ROOM,93.0,95,16.0,14.157575,0.709508,8.0,0.522573,0.550126,18.0,2.0,587771.712,East
1.36867,103.94727,526D PASIR RIS ST 51,PASIR RIS,5 ROOM,113.0,95,16.0,14.157575,0.709508,8.0,0.522573,0.550126,18.0,2.0,708173.235,East
1.36875,103.94891,568 PASIR RIS ST 51,PASIR RIS,4 ROOM,104.0,73,17.0,14.300809,0.594982,7.0,0.466272,0.498658,19.0,2.0,472570.86,East
1.36875,103.94891,568 PASIR RIS ST 51,PASIR RIS,5 ROOM,123.0,74,17.0,14.300809,0.594982,7.0,0.466272,0.498658,19.0,2.0,623631.624,East
1.36878,103.9563,110 PASIR RIS ST 11,PASIR RIS,4 ROOM,108.5,71,11.0,14.933588,0.738666,4.0,0.909694,0.525096,15.0,1.0,482571.387,East
1.36878,103.9563,110 PASIR RIS ST 11,PASIR RIS,5 ROOM,120.0,70,11.0,14.933588,0.738666,4.0,0.909694,0.525096,15.0,1.0,636806.94,East
1.36883,103.9503,565 PASIR RIS ST 51,PASIR RIS,4 ROOM,104.0,73,14.0,14.423083,0.527962,6.0,0.470509,0.382094,18.0,2.0,463778.844,East
1.36883,103.9503,565 PASIR RIS ST 51,PASIR RIS,5 ROOM,123.0,73,14.0,14.423083,0.527962,6.0,0.470509,0.382094,18.0,2.0,578880.8455,East
1.36893,103.95265,546 PASIR RIS ST 51,PASIR RIS,EXECUTIVE,143.0,71,15.0,14.630546,0.513448,4.0,0.583868,0.287498,17.0,0.0,845416.1099999999,East
1.36893,103.95487,115 PASIR RIS ST 11,PASIR RIS,4 ROOM,106.0,71,13.0,14.820585,0.620926,4.0,0.767011,0.393446,16.0,1.0,456413.64,East
1.36893,103.95487,115 PASIR RIS ST 11,PASIR RIS,5 ROOM,132.0,71,13.0,14.820585,0.620926,4.0,0.767011,0.393446,16.0,1.0,557954.075,East
1.36893,103.95795,442 PASIR RIS DR 6,PASIR RIS,4 ROOM,107.0,70,17.0,15.087933,0.869704,3.0,1.064721,0.67586,15.0,1.0,449557.695,East
1.36893,103.95795,442 PASIR RIS DR 6,PASIR RIS,5 ROOM,126.0,68,17.0,15.087933,0.869704,3.0,1.064721,0.67586,15.0,1.0,512073.84,East
1.36896,103.95336,547 PASIR RIS ST 51,PASIR RIS,EXECUTIVE,148.0,74,13.0,14.69312,0.534182,4.0,0.634711,0.300324,17.0,0.0,779539.5299999999,East
1.36898,103.95219,544 PASIR RIS ST 51,PASIR RIS,EXECUTIVE,144.0,74,14.0,14.595142,0.49768,5.0,0.547311,0.282067,17.0,2.0,804763.775,East
1.36899,103.94771,527B PASIR RIS ST 51,PASIR RIS,2 ROOM,47.0,94,17.0,14.217838,0.650328,7.0,0.470255,0.579213,18.0,2.0,294999.06,East
1.36899,103.94771,527B PASIR RIS ST 51,PASIR RIS,3 ROOM,68.0,95,17.0,14.217838,0.650328,7.0,0.470255,0.579213,18.0,2.0,441385.386,East
1.36899,103.94912,567 PASIR RIS ST 51,PASIR RIS,5 ROOM,123.0,72,17.0,14.335733,0.560299,7.0,0.437982,0.464129,19.0,2.0,614769.8175000001,East
1.369,103.95865,440 PASIR RIS DR 4,PASIR RIS,4 ROOM,106.0,71,20.0,15.153103,0.930449,3.0,1.132759,0.744023,15.0,1.0,500941.8000000001,East
1.36902,103.96091,216 PASIR RIS ST 21,PASIR RIS,4 ROOM,107.0,75,21.0,15.353405,1.15123,3.0,1.367948,0.866091,14.0,3.0,455107.79,East
1.36902,103.96091,216 PASIR RIS ST 21,PASIR RIS,5 ROOM,125.0,73,21.0,15.353405,1.15123,3.0,1.367948,0.866091,14.0,3.0,572540.9025000001,East
1.36903,103.95244,545 PASIR RIS ST 51,PASIR RIS,EXECUTIVE,148.0,70,14.0,14.619636,0.496482,4.0,0.559214,0.274682,17.0,1.0,801498.3899999999,East
1.36905,103.9515,543 PASIR RIS ST 51,PASIR RIS,EXECUTIVE,144.0,72,14.0,14.541055,0.484343,5.0,0.49784,0.292451,18.0,2.0,782563.395,East
1.36912,103.94972,566 PASIR RIS ST 51,PASIR RIS,4 ROOM,104.0,70,17.0,14.395051,0.518792,6.0,0.427042,0.403749,18.0,2.0,490780.521,East
1.36912,103.94972,566 PASIR RIS ST 51,PASIR RIS,5 ROOM,123.0,70,17.0,14.395051,0.518792,6.0,0.427042,0.403749,18.0,2.0,636347.73,East
1.3692,103.9473,525A PASIR RIS ST 51,PASIR RIS,4 ROOM,93.0,95,16.0,14.198521,0.66509,7.0,0.468687,0.607556,17.0,2.0,606696.18,East
1.3692,103.9473,525A PASIR RIS ST 51,PASIR RIS,5 ROOM,113.0,95,16.0,14.198521,0.66509,7.0,0.468687,0.607556,17.0,2.0,691541.837,East
1.36926,103.95114,541 PASIR RIS ST 51,PASIR RIS,EXECUTIVE,143.5,74,16.0,14.525042,0.464209,5.0,0.45912,0.28972,18.0,2.0,778112.125,East
1.36926,103.96169,219 PASIR RIS ST 21,PASIR RIS,EXECUTIVE,148.5,75,19.0,15.438391,1.219997,3.0,1.442676,0.827804,14.0,3.0,665060.701692,East
1.36927,103.95138,542 PASIR RIS ST 51,PASIR RIS,EXECUTIVE,147.0,73,15.0,14.546269,0.461053,5.0,0.470766,0.276012,18.0,2.0,762544.7400000001,East
1.3693,103.96102,217 PASIR RIS ST 21,PASIR RIS,EXECUTIVE,147.0,74,22.0,15.381947,1.149808,3.0,1.370233,0.879757,14.0,2.0,645658.3200000001,East
1.36937,103.94797,527C PASIR RIS ST 51,PASIR RIS,2 ROOM,47.0,94,19.0,14.267244,0.599754,7.0,0.420841,0.552025,17.0,2.0,300565.08,East
1.36937,103.94797,527C PASIR RIS ST 51,PASIR RIS,3 ROOM,68.0,95,19.0,14.267244,0.599754,7.0,0.420841,0.552025,17.0,2.0,446605.91099999996,East
1.36938,103.95649,428 PASIR RIS DR 6,PASIR RIS,4 ROOM,104.0,72,13.0,14.992459,0.709858,4.0,0.89657,0.508117,15.0,1.0,466250.72,East
1.36938,103.95649,428 PASIR RIS DR 6,PASIR RIS,5 ROOM,123.0,72,13.0,14.992459,0.709858,4.0,0.89657,0.508117,15.0,1.0,555009.5,East
1.36941,103.95071,540 PASIR RIS ST 51,PASIR RIS,EXECUTIVE,144.0,74,17.0,14.49982,0.454672,5.0,0.423788,0.303218,17.0,2.0,763435.74,East
1.36943,103.96139,218 PASIR RIS ST 21,PASIR RIS,EXECUTIVE,148.0,75,20.0,15.42256,1.181962,3.0,1.405229,0.863148,14.0,3.0,696644.8335,East
1.36957,103.95053,539 PASIR RIS ST 51,PASIR RIS,EXECUTIVE,147.0,70,17.0,14.496644,0.441446,5.0,0.399465,0.303058,17.0,2.0,790518.96,East
1.36957,103.95486,425 PASIR RIS DR 6,PASIR RIS,4 ROOM,105.0,70,15.0,14.865203,0.564958,4.0,0.727435,0.344525,16.0,1.0,486913.61750000005,East
1.36957,103.95486,425 PASIR RIS DR 6,PASIR RIS,5 ROOM,128.0,71,15.0,14.865203,0.564958,4.0,0.727435,0.344525,16.0,1.0,540258.0,East
1.36959,103.94746,525B PASIR RIS ST 51,PASIR RIS,4 ROOM,93.0,95,16.0,14.240316,0.622491,7.0,0.422316,0.595174,17.0,2.0,595564.14,East
1.36959,103.94746,525B PASIR RIS ST 51,PASIR RIS,5 ROOM,113.0,95,16.0,14.240316,0.622491,7.0,0.422316,0.595174,17.0,2.0,706884.54,East
1.36959,103.95029,538 PASIR RIS ST 51,PASIR RIS,EXECUTIVE,144.0,74,18.0,14.477453,0.447406,5.0,0.389115,0.321371,17.0,2.0,743712.7300000001,East
1.36965,103.94917,569 PASIR RIS ST 51,PASIR RIS,4 ROOM,104.0,74,20.0,14.387946,0.494535,5.0,0.364892,0.419268,17.0,2.0,477782.394,East
1.36965,103.94917,569 PASIR RIS ST 51,PASIR RIS,5 ROOM,123.0,74,20.0,14.387946,0.494535,5.0,0.364892,0.419268,17.0,2.0,632696.5545000001,East
1.36969,103.94792,527D PASIR RIS ST 51,PASIR RIS,2 ROOM,47.0,94,20.0,14.286172,0.578,7.0,0.390475,0.542991,17.0,2.0,318403.47,East
1.36969,103.94792,527D PASIR RIS ST 51,PASIR RIS,3 ROOM,68.0,94,20.0,14.286172,0.578,7.0,0.390475,0.542991,17.0,2.0,434149.56000000006,East
1.36975,103.94979,537 PASIR RIS ST 51,PASIR RIS,EXECUTIVE,146.0,74,19.0,14.447344,0.45153,5.0,0.359093,0.354399,17.0,2.0,805902.4125000001,East
1.36985,103.96158,220 PASIR RIS ST 21,PASIR RIS,EXECUTIVE,149.0,75,22.0,15.468205,1.185553,3.0,1.4139,0.886082,14.0,2.0,667922.4,East
1.36996,103.94745,525C PASIR RIS ST 51,PASIR RIS,4 ROOM,93.0,95,19.0,14.267204,0.595641,7.0,0.38702,0.582185,16.0,2.0,590530.108,East
1.36996,103.94745,525C PASIR RIS ST 51,PASIR RIS,5 ROOM,113.0,95,19.0,14.267204,0.595641,7.0,0.38702,0.582185,16.0,2.0,702988.3260000001,East
1.36997,103.956,426 PASIR RIS DR 6,PASIR RIS,4 ROOM,84.0,70,13.0,14.991035,0.62703,4.0,0.81993,0.431044,15.0,1.0,409369.875,East
1.37003,103.95451,424 PASIR RIS DR 6,PASIR RIS,EXECUTIVE,153.0,70,16.0,14.867188,0.500053,4.0,0.667235,0.281692,15.0,1.0,747321.36,East
1.37007,103.95673,429 PASIR RIS DR 6,PASIR RIS,4 ROOM,104.0,72,13.0,15.061169,0.686582,4.0,0.890496,0.502609,15.0,1.0,478677.72,East
1.37007,103.95673,429 PASIR RIS DR 6,PASIR RIS,5 ROOM,131.0,71,13.0,15.061169,0.686582,4.0,0.890496,0.502609,15.0,1.0,573300.06,East
1.37014,103.96328,249 PASIR RIS ST 21,PASIR RIS,EXECUTIVE,149.0,75,19.0,15.637996,1.356432,3.0,1.591632,0.815398,12.0,2.0,684423.056,East
1.37017,103.95479,423 PASIR RIS DR 6,PASIR RIS,4 ROOM,104.0,69,15.0,14.900516,0.510655,4.0,0.68799,0.299978,15.0,1.0,494074.35,East
1.37017,103.95479,423 PASIR RIS DR 6,PASIR RIS,5 ROOM,131.0,69,15.0,14.900516,0.510655,4.0,0.68799,0.299978,15.0,1.0,572875.0325,East
1.3702,103.96161,221 PASIR RIS ST 21,PASIR RIS,EXECUTIVE,148.0,74,23.0,15.495037,1.176444,3.0,1.408396,0.915452,14.0,2.0,659401.2000000001,East
1.37021,103.94799,528A PASIR RIS ST 51,PASIR RIS,2 ROOM,47.0,95,22.0,14.330006,0.532624,5.0,0.334494,0.517264,16.0,2.0,317795.15249999997,East
1.37021,103.94799,528A PASIR RIS ST 51,PASIR RIS,3 ROOM,68.0,95,22.0,14.330006,0.532624,5.0,0.334494,0.517264,16.0,2.0,423017.52,East
1.37024,103.96289,250 PASIR RIS ST 21,PASIR RIS,EXECUTIVE,149.0,75,21.0,15.610057,1.311734,3.0,1.546956,0.844216,12.0,3.0,645409.6000000001,East
1.37026,103.96241,251 PASIR RIS ST 21,PASIR RIS,EXECUTIVE,149.0,75,21.0,15.569127,1.2591,3.0,1.493531,0.872888,13.0,3.0,641232.63,East
1.37031,103.95757,446 PASIR RIS DR 6,PASIR RIS,4 ROOM,94.0,71,16.0,15.149847,0.753943,4.0,0.969574,0.584858,14.0,1.0,453074.0280000001,East
1.37031,103.95757,446 PASIR RIS DR 6,PASIR RIS,5 ROOM,121.5,71,16.0,15.149847,0.753943,4.0,0.969574,0.584858,14.0,1.0,479804.52,East
1.3704,103.95086,534 PASIR RIS DR 1,PASIR RIS,EXECUTIVE,147.5,74,21.0,14.583958,0.344234,4.0,0.334036,0.215948,17.0,2.0,810960.901936,East
1.37043,103.95452,422 PASIR RIS DR 6,PASIR RIS,EXECUTIVE,151.0,71,17.0,14.895903,0.469218,4.0,0.648513,0.259935,15.0,1.0,784873.318436,East
1.37053,103.95019,535 PASIR RIS DR 1,PASIR RIS,EXECUTIVE,145.0,73,20.0,14.53699,0.35507,4.0,0.287629,0.274328,17.0,2.0,853331.8740000001,East
