,private_lat,private_lon,school_lat,school_lon,distance
0,1.23978494620582,103.83727712151,1.2755,103.84,3.960795
1,1.24005848546927,103.830936322258,1.2752,103.8282,3.897681
2,1.24128528590103,103.8401002733,1.2755,103.84,3.783302
3,1.24234683810088,103.83816149913,1.2755,103.84,3.67161
4,1.24296399581113,103.837106213588,1.2755,103.84,3.612049
5,1.24297424636053,103.839164641252,1.2755,103.84,3.597731
6,1.24374601223412,103.842511120506,1.2755,103.84,3.522296
7,1.24678687668364,103.844402093991,1.2755,103.84,3.212525
8,1.2491304624867,103.841532989339,1.2755,103.84,2.920794
9,1.24929537923786,103.84245545438,1.2755,103.84,2.910429
10,1.25000204938227,103.844128104507,1.2755,103.84,2.856618
11,1.25004849376758,103.846319306506,1.2755,103.84,2.900841
12,1.25004905350305,103.841633373557,1.2755,103.84,2.820099
13,1.25028020779828,103.846845622682,1.2755,103.84,2.890872
14,1.25177730904166,103.847671939013,1.2755,103.84,2.758595
15,1.25184506159069,103.846059186654,1.2755,103.84,2.701169
16,1.25221149686401,103.845330154013,1.2755,103.84,2.642565
17,1.25228711526676,103.84540862429,1.2755,103.84,2.636397
18,1.26489010829928,103.816454088109,1.2758,103.8223,1.370617
19,1.26617727280392,103.823388742056,1.2749,103.824,0.96691
20,1.26618589994556,103.822744661427,1.2749,103.824,0.973636
21,1.26747019767944,103.815542991374,1.2758,103.8223,1.189063
22,1.26816216653267,103.814379904552,1.276,103.8086,1.079302
23,1.2689003201228,103.824635539269,1.2749,103.824,0.667173
24,1.27035025509729,103.813967319772,1.276,103.8086,0.864344
25,1.2708927315184,103.824144356363,1.2749,103.824,0.443394
26,1.27201238848312,103.80851431688,1.276,103.8086,0.441033
27,1.27224289288465,103.827478990765,1.2752,103.8282,0.336684
28,1.27247694326577,103.807817491838,1.276,103.8086,0.399177
29,1.27342074069167,103.837938952301,1.2755,103.84,0.324769
30,1.2734661134853,103.845580792511,1.2755,103.84,0.660562
31,1.27388660363944,103.846235542245,1.2755,103.84,0.716531
32,1.27426245685335,103.846025087372,1.2755,103.84,0.684365
33,1.27461794103822,103.844319553688,1.2755,103.84,0.490527
34,1.27464397804711,103.844741587315,1.2755,103.84,0.536123
35,1.27469115793838,103.794950672516,1.276,103.8086,1.525941
36,1.27484974836861,103.842184815618,1.2755,103.84,0.253561
37,1.27516997523174,103.844496312645,1.2755,103.84,0.501733
38,1.27527115223131,103.83683222505,1.2755,103.84,0.353455
39,1.27550106882151,103.841596022941,1.2755,103.84,0.177625
40,1.27559528527257,103.837559859708,1.2755,103.84,0.271773
41,1.27581120588262,103.845955084997,1.2755,103.84,0.663647
42,1.27587483521415,103.840480994349,1.2755,103.84,0.067701
43,1.27603511606189,103.837502046362,1.2755,103.84,0.28423
44,1.27624326037685,103.825156243805,1.2749,103.824,0.19652
45,1.27631643556314,103.823679380408,1.2749,103.824,0.160635
46,1.27656571680744,103.825968001901,1.2749,103.824,0.286174
47,1.27671498507474,103.853326932298,1.2755,103.84,1.489254
48,1.27685386379359,103.791742171785,1.276,103.8086,1.878517
49,1.27686888047138,103.793176829437,1.276,103.8086,1.719163
50,1.27690165135904,103.837178791105,1.2755,103.84,0.350148
51,1.27705679882109,103.83802497808,1.2755,103.84,0.27919
52,1.2770605456674,103.791178704547,1.276,103.8086,1.942395
53,1.27708340707631,103.849181343548,1.2755,103.84,1.036702
54,1.27711736000318,103.845790152215,1.2755,103.84,0.668754
55,1.27715399003502,103.836948399168,1.2755,103.84,0.385733
56,1.2772283990831,103.838008339325,1.2755,103.84,0.292673
